Excluir,impressaoEtiqueta,D001_Id,D009_Id,D049_Id,D024_Id,foto,D001_Codigo_Barras,D001_Flag_Ativo,D001_Flag_Pre_Cadastro,D049_Flag_Curva_ABC,D049_Flag_Curva_ABC_Qtd,D001_Codigo_Barra1,D049_Modelo,D001_Aplicacao,"ifnull(D069_D070_Id,""_"")",validades,D049_Codigo_Produto,C008_Tipo,D060_Descricao_Grupo,D003_Nome_Linha,D002_Descricao_Produto,D082_Marca,D049_Origem_Mercadoria,NCM,D001_D005_Id,D037_Unidade,D009_Quantidade_Estoque,Pedido,D009_Quantidade_Estoque_Loja,D009_Quantidade_Estoque_Fora,D009_Quantidade_OP,D009_Valor_Custo_Unitario,ST,D049_Flag_Tipo,D004_Local,D024_Nome_Empresa,C004_Nome_Empresa,D001_Flag_Tipo,D009_IPV_1,C007_Primeiro_Nome,D009_C007_Id_Comprador,D009_Data_Alteracao_Custo,D009_Flag_Custo_Utilizado,D001_C008_Id,D001_D060_Id,D001_D003_Id,D001_D002_Id,D049_D024_Id,D001_C004_Id,D009_Origem_Mercadoria,D001_Flag_Ecommerce,D001_Flag_Etiqueta_Pedido,D001_Qte_Embalagem,D049_Flag_Nao_Comprar,D009A_Id,D009A_Ficha_Conteudo_Importacao,D001A_Id,linkImagem,D001_Cubagem_Unitaria,Etiqueta,D001_Codigo_Produto,D001_Descricao_Produto,D049_D082_Id,D001_D037_Id,D009_Quantidade_Estoque_Similar,D009_Quantidade_OC,infoCustoVendaProduto,D009_Data_Ultima_Entrada,D009_Data_Ultima_Venda,D001_Flag_Tipo_Item,D009A_Qtd_Liquida_Fora	+ D009_Quantidade_Estoque_Liquido,(D009_Quantidade_Estoque) + (D009A_Qtd_Fisica_Fora),D001A_Quantidade_Estoque_Tray,D001_Peso_Unitario_Kg,D009_Preco_1,D001_Peso_Unitario_Bruto,D001_Quantidade_Tributavel,D009_Preco_4
,,1257,2513,1257,,,001257,S,N,D,D,,,,_,,,GERAL,GERAL,LUVAS,MALHA,NACIONAL,0,61169200-I,13119,PR,0.00,0.00,0.00,41.00,0.00000,6.95000,,CP,GERAL,,,COMPRADO,0.0000,,0,2025-08-13 00:00:00,U,1,1,11,21,0,,,N,S,0.000,N,1265,,20,,0.000000,,380,LUVA DE MALHA - MARSEG SUEDINE,40,1,0.00,17.00000,,2025-08-18,2025-08-18,00,41.0000000,41.0000000,0.00,0.000,10.4250000000,0.000,0.000,11.8150000000
,,32,63,32,604,,000032,S,N,D,D,,,,_,,,GERAL,GERAL,VESTIMENTAS,VESTIMENTAS EM COURO,JLM,0,42032900-I,13108,PC,53.00,53.00,0.00,-11.00,0.00000,99.97000,,CP,GERAL,JLM - ARTEFATOS DE COUROS LTDA,,COMPRADO,0.0000,,0,2026-01-16 00:00:00,MA,1,1,5,5,604,,,N,N,0.000,N,117,,1829,,0.000000,,1426,AVENTAL BARBEIRO GOLA PADRE 120X70 CA: 21572 - AMM,25,3,0.00,235.00000,,0000-00-00,2026-05-20,00,42.0000000,42.0000000,0.00,0.000,149.9550000000,0.000,0.000,169.9490000000
,,121,241,121,,,000121,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,BOTINA,CALBRAS,0,64039190-I,13100,PR,43.00,43.00,0.00,-1.00,0.00000,99.45000,,CP,GERAL,,,COMPRADO,0.0000,,0,2025-11-03 00:00:00,U,1,1,7,10,,,,N,N,0.000,N,206,,,,0.000000,,1728-41,BOTINA C/ METATARSO EXT. PAL.ANTIPERFURO CBMPCOM I CA:41920 - 41 - CALBRAS,12,1,247.00,0.00000,,2026-02-05,2025-11-14,00,42.0000000,42.0000000,,0.000,149.1750000000,0.000,,169.0650000000
,,1205,2409,1205,,,001205,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,TENIS,CALBRAS,0,64039990-I,13111,PR,24.00,24.00,0.00,18.00,0.00000,72.97000,,CP,GERAL,,,COMPRADO,1.0000,,0,2026-03-18 00:00:00,MA,1,1,7,33,,,,N,N,0.000,N,1212,,,,0.000000,,1736-39,TENIS CADARCO BICO PVC CSAXTC CA:41041- 39 - CALBRAS,12,1,157.00,0.00000,,2025-08-12,2025-06-09,00,42.0000000,42.0000000,,0.000,109.4550000000,0.000,,124.0490000000
,,1252,2503,1252,463,,001252,S,N,D,D,,,,_,,,GERAL,GERAL,PROTECAO VISUAL,GERAL,CAMPER,0,39269090-I,13109,PC,42.00,42.00,0.00,0.00,0.00000,16.48000,ST,CP,GERAL,CAMPER EQUIPAMENTOS DE PROTECAO LTDA - FILIAL,,COMPRADO,0.0000,,0,2025-10-06 00:00:00,U,1,1,10,35,463,,,N,N,0.000,N,1259,,6012,,0.000000,,1195,LENTE INCOLOR TIPO BOLHA PARA PROTETOR FACIAL - CAMPER,13,3,0.00,75.00000,,2025-10-06,2026-05-20,00,42.0000000,42.0000000,0.00,0.000,24.7200000000,0.000,0.000,28.0160000000
,,1532,3214,1604,584,,001527,S,N,D,D,,,,_,,,GERAL,GERAL,LUVAS,GERAL,SB LUVAS,0,42032900-I,13108,PR,10.00,10.00,0.00,12.00,0.00000,9.60000,,CP,GERAL,SOPKO IND. E COMERCIO DE LUVAS LTDA,,COMPRADO,0.0000,,0,2025-04-29 00:00:00,MA,1,1,11,35,584,0,,N,N,0.000,N,3028,,2954,,0.000000,,2524,LUVA RASPA AMERICANA REFORÇO EXTERNO 15CM ME CA: 45958 - AMM,50,1,-6.00,45.00000,,2026-05-22,2025-03-06,00,22.0000000,42.0000000,0.00,0.000,14.4000000000,0.000,0.000,16.3200000000
,,15,29,15,632,,000015,S,N,D,D,,,,_,,,GERAL,GERAL,PROTECAO AUDITIVA,CONCHA,LIBUS DO BRASIL,1,39269090-I,13109,PC,76.00,76.00,0.00,-33.00,0.00000,40.84144,ST,CP,GERAL,LIBUS DO BRASIL EQUIPAMENTOS LTDA,,COMPRADO,0.0000,,0,2026-02-18 00:00:00,U,1,1,2,3,632,,,N,N,0.000,N,100,,456,,0.000000,,3067,ABAFADOR CONCHA L-320V  CA:41987 [900478] - LIBUS,33,3,40.00,40.00000,,2026-02-18,2026-04-09,00,43.0000000,43.0000000,0.00,0.000,61.2621600000,0.000,0.000,69.4304480000
,,215,429,215,,,000215,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,BOTINA,CALBRAS,0,64034000-I,13101,PR,26.00,26.00,0.00,17.00,0.00000,89.99000,,CP,GERAL,,,COMPRADO,1.0000,,0,2024-11-08 00:00:00,MA,1,1,7,10,,,,N,N,0.000,N,300,,,,0.000000,,1731-40,BOTINA ELASTICO BICO DE AÇO SOL. NITRÍLICO CBENC II CA:49231- 40 - CALBRAS,12,1,95.00,0.00000,,2025-08-12,2025-04-15,00,43.0000000,43.0000000,,0.000,134.9850000000,0.000,,152.9830000000
,,838,1675,838,,,000838,S,N,D,D,,,,_,,,GERAL,GERAL,LUVAS,PVC,SAFEX,0,39262000-I,13159,PR,43.00,43.00,0.00,0.00,0.00000,30.75000,,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,11,7,0,,,N,N,0.000,N,849,,2172,,0.000000,,227,LUVA PVC JATISTA PALMA ASPERA 9/5 70CM CA: 49057 - SAFEX,48,1,0.00,0.00000,,0000-00-00,2025-12-15,00,43.0000000,43.0000000,0.00,0.000,46.1250000000,0.000,0.000,52.2750000000
,,1096,2191,1096,,,001096,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,SAPATO,CALBRAS,0,64039990-I,13111,PR,44.00,44.00,0.00,-1.00,0.00000,62.49000,,CP,GERAL,,,COMPRADO,1.0000,,0,2026-03-19 00:00:00,MA,1,1,7,32,,,,N,N,0.000,N,1107,,,,0.000000,,1734-42,SAPATO ELASTICO BICO PVC CSEX CA:47398 - 42 - CALBRAS,12,1,173.00,0.00000,,2025-09-10,2026-01-20,00,43.0000000,43.0000000,,0.000,93.7350000000,0.000,,106.2330000000
,,1204,2407,1204,,,001204,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,TENIS,CALBRAS,0,64039990-I,13111,PR,23.00,23.00,0.00,20.00,0.00000,72.97000,,CP,GERAL,,,COMPRADO,1.0000,,0,2026-02-20 00:00:00,MA,1,1,7,33,,,,N,N,0.000,N,1211,,,,0.000000,,1736-38,TENIS CADARCO BICO PVC CSAXTC CA:41041- 38 - CALBRAS,12,1,158.00,0.00000,,2025-08-12,0000-00-00,00,43.0000000,43.0000000,,0.000,109.4550000000,0.000,,124.0490000000
,,150,299,150,,,000150,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,BOTINA,CALBRAS,0,64042000-I,13181,PR,48.00,48.00,0.00,-4.00,0.00000,73.77000,,CP,GERAL,,,COMPRADO,1.0000,,0,2024-10-24 00:00:00,MA,1,1,7,10,,,,N,N,0.000,N,235,,,,0.000000,,1829-41,BOTINA CADARCO BICO CPT CBACOM CA:44621-41- CALBRAS,12,1,206.00,0.00000,,2025-08-12,2026-03-27,00,44.0000000,44.0000000,,0.000,110.6550000000,0.000,,125.4090000000
,,476,951,476,,,000476,S,N,D,D,,,,_,,,GERAL,GERAL,VESTIMENTAS,IMPERMEAVEL,TOTAL CAPAS,0,62014000-I,13112,PC,44.00,44.00,0.00,0.00,0.00000,12.50000,,CP,"GERAL, GERAL",,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,5,12,0,,,N,N,0.000,N,487,,2197,,0.000000,,1834-4,CAPA CHUVA AMARELA PVC CA: 47977  - TOTAL CAPAS EXGG,63,3,190.00,55.00000,,2026-04-29,2026-02-26,00,44.0000000,44.0000000,0.00,0.000,18.7500000000,0.000,0.000,21.2500000000
,,835,1669,835,,,000835,S,N,D,D,,,,_,,,GERAL,GERAL,LUVAS,GERAL,VOLK,1,61161000-I,13102,PR,56.00,32.00,0.00,-12.00,0.00000,1.89000,,CP,GERAL,,,COMPRADO,0.0000,,0,2026-05-18 00:00:00,U,1,1,11,35,0,,,N,N,0.000,N,846,,1995,,0.000000,,1795-1,LUVA PU PRETA SMART CA:46.932- VOLK - P,68,1,749.00,1440.00000,,2026-05-18,2026-05-20,00,20.0000000,44.0000000,0.00,0.000,2.8350000000,0.000,0.000,3.2130000000
,,31,61,31,604,,000031,S,N,D,D,,,,_,,,GERAL,GERAL,VESTIMENTAS,VESTIMENTAS EM COURO,JLM,0,42034000-I,13127,PC,50.00,50.00,0.00,-5.00,0.00000,86.79000,,CP,GERAL,JLM - ARTEFATOS DE COUROS LTDA,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,5,5,604,,,N,N,0.000,N,116,,1825,,0.000000,,1073,AVENTAL BARBEIRO GOLA PADRE 120X60 CA: 21572 - AMM,25,3,0.00,30.00000,,2026-03-09,2026-04-02,00,45.0000000,45.0000000,0.00,0.000,130.1850000000,0.000,0.000,147.5430000000
,,257,513,257,,,000257,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,BOTINA,BELLGA,3,64051010-I,13105,PR,49.00,37.00,0.00,-4.00,0.00000,49.20000,,CP,GERAL,,,COMPRADO,0.0000,,0,2025-11-10 00:00:00,MA,1,1,7,10,0,,,N,N,0.000,N,38,,43,,0.000000,,1718-35,BOTINA ELASTICO BICO PVC TSA-PR CA:44696 - BELLGA - 35,10,1,711.00,0.00000,,2025-08-12,2026-05-21,00,33.0000000,45.0000000,0.00,0.000,73.8000000000,1.000,0.000,83.6400000000
,,483,965,483,,,000483,S,N,D,D,,,,_,,,GERAL,GERAL,CAPACETE,GERAL,LIBUS DO BRASIL,1,65050090-I,13197,PC,15.00,15.00,0.00,30.00,0.00000,12.95000,,CP,GERAL,,,COMPRADO,0.0000,,0,2025-03-27 00:00:00,MA,1,1,3,35,0,,,N,N,0.000,N,494,,1766,,0.000000,,2500-2,CAPACETE (CASCO) BRANCO MILENIUM CA: 35.733 [903996]- LIBUS,33,3,44.00,40.00000,,2025-08-12,2026-04-15,00,45.0000000,45.0000000,0.00,0.000,19.4250000000,0.000,0.000,22.0150000000
,,575,1149,575,,,000575,S,N,D,D,,,,_,,,GERAL,GERAL,CREME,GERAL,LUVEX,0,34012090-I,13125,PC,-25.00,-25.00,0.00,71.00,0.00000,7.46000,,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,9,35,0,,,N,N,0.000,N,586,,2089,,0.000000,,211,CREME PROTETOR PARA PELE INDUSTRIAL 200G CA:4114 - LUVEX,35,3,0.00,180.00000,,2025-09-25,2026-04-02,00,46.0000000,46.0000000,0.00,0.000,11.1900000000,0.000,0.000,12.6820000000
,,151,301,151,,,000151,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,BOTINA,CALBRAS,0,64042000-I,13181,PR,48.00,48.00,0.00,-1.00,0.00000,73.77000,,CP,GERAL,,,COMPRADO,1.0000,,0,2024-10-24 00:00:00,MA,1,1,7,10,,,,N,N,0.000,N,236,,,,0.000000,,1829-42,BOTINA CADARCO BICO CPT CBACOM CA:44621-42- CALBRAS,12,1,206.00,0.00000,,2025-08-12,2026-04-15,00,47.0000000,47.0000000,,0.000,110.6550000000,0.000,,125.4090000000
,,1146,2291,1146,463,,001146,S,N,D,D,,,,_,,,GERAL,GERAL,GERAL,GERAL,CAMPER,0,39269090-I,13109,PC,17.00,17.00,0.00,30.00,0.00000,19.89000,ST,CP,GERAL,CAMPER EQUIPAMENTOS DE PROTECAO LTDA - FILIAL,,COMPRADO,0.0000,,0,2025-10-06 00:00:00,U,1,1,13,35,463,,,N,N,0.000,N,1153,,4335,,0.000000,,1197,SUPORTE UNIVERSAL PARA CAPACETE CA:36318 - CAMPER,13,3,0.00,75.00000,,2026-02-05,2026-02-02,00,47.0000000,47.0000000,0.00,0.000,29.8350000000,0.000,0.000,33.8130000000
,,122,243,122,,,000122,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,BOTINA,CALBRAS,0,64039190-I,13100,PR,49.00,49.00,0.00,-1.00,0.00000,99.45000,,CP,GERAL,,,COMPRADO,0.0000,,0,2025-11-03 00:00:00,U,1,1,7,10,,,,N,N,0.000,N,207,,,,0.000000,,1728-42,BOTINA C/ METATARSO EXT. PAL.ANTIPERFURO CBMPCOM I CA:41920 - 42 - CALBRAS,12,1,241.00,0.00000,,2026-02-05,2025-09-09,00,48.0000000,48.0000000,,0.000,149.1750000000,0.000,,169.0650000000
,,740,1479,740,,,000740,S,N,D,D,,,,_,,,GERAL,GERAL,LUVAS,COURO,SCHMITZ,0,42032900-I,13108,PR,396.00,396.00,0.00,-348.00,0.00000,14.30000,,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,11,13,0,,,N,N,0.000,N,751,,2379,,0.000000,,1724,LUVA MISTA LONGA 20CM CA: 40658- SCHMITZ,51,1,0.00,1900.00000,,2025-08-13,2026-04-16,00,48.0000000,48.0000000,0.00,0.000,21.4500000000,0.000,0.000,24.3100000000
,,1551,3253,1623,,,001546,S,N,D,D,,,,_,,,GERAL,GERAL,LUVAS,LUVAS,NEXT SAFETY,1,40151900-I,13106,PR,60.00,60.00,0.00,-12.00,0.00000,46.35000,,CP,GERAL,,,COMPRADO,0.0000,,0,2025-03-20 00:00:00,MA,1,1,11,22,0,0,,N,N,0.000,N,3057,,2988,,0.000000,,1940-02,LUVA NITRILICA MAXIDRY TOTAL 75.200 CA:50.996 - NEXT SAFETY - M,89,1,24.00,72.00000,,2025-03-27,2025-04-29,00,48.0000000,48.0000000,0.00,0.000,69.5250000000,0.000,0.000,78.7950000000
,,1851,3886,1933,,,001845,S,N,D,D,,,,_,,,GERAL,GERAL,LUVAS,LATEX,HANDEX,1,61161000-I,13102,PR,-88.00,-88.00,0.00,136.00,0.00000,5.18000,,CP,GERAL,,,COMPRADO,0.0000,,0,2026-01-23 00:00:00,U,1,1,11,19,0,0,,N,N,0.000,N,3659,,4431,,0.000000,,1364,LUVA LATEX GARRA CORRUGADO HX003 CA:41627 - HANDEX G,21,1,0.00,0.00000,,2026-04-22,2026-05-19,00,48.0000000,48.0000000,0.00,0.000,7.7700000000,0.000,0.000,8.8060000000
,,20,39,20,,,000020,S,N,D,D,,,,_,,,GERAL,GERAL,GERAL,GERAL,LIBUS DO BRASIL,1,65061000-I,13113,PC,26.00,26.00,0.00,23.00,0.00000,31.04000,ST,CP,GERAL,,,COMPRADO,0.0000,,0,2025-10-24 00:00:00,U,1,1,13,35,0,,,N,N,0.000,N,105,,1776,,0.000000,,3500,ADAPTADOR P/ CAPACETE FACIAL AUDITIVO MILENIUM [902493]- LIBUS,33,3,0.00,150.00000,,2025-10-24,2025-10-22,00,49.0000000,49.0000000,0.00,0.000,46.5600000000,0.000,0.000,52.7680000000
,,233,465,233,,,000233,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,BOTINA,BELLGA,3,64034000-I,13101,PR,52.00,52.00,0.00,-3.00,0.00000,57.61000,,CP,GERAL,,,COMPRADO,1.0000,,0,2024-10-22 00:00:00,MA,1,1,7,10,,,,N,N,0.000,N,14,,,,0.000000,,1717-41,BOTINA ELASTICO BICO AÇO TSA-AR CA:42130 - BELLGA - 41,10,1,639.00,40.00000,,2026-01-08,2026-05-25,00,49.0000000,49.0000000,,0.000,86.4150000000,0.000,,97.9370000000
,,1397,2943,1469,,,001392,S,N,D,D,,,,_,,,GERAL,GERAL,LUVAS,NITRILICA,GOEDERT,1,40151200-I,13153,CX,47.00,47.00,0.00,2.00,0.00000,16.74000,,CP,GERAL,,,COMPRADO,0.0000,,0,2026-03-30 00:00:00,U,1,1,11,24,0,0,,N,N,0.000,N,2748,,1187,,0.000000,,4260-1,LUVA NITRILICA PRETA CX C/100 50856 CA: 44.567 - GOEDERT M,75,4,86.00,370.00000,,2026-04-09,2026-05-15,00,49.0000000,49.0000000,0.00,0.000,25.1100000000,0.000,0.000,28.4580000000
,,1907,3998,1989,,,001901,S,N,D,D,,,,_,,,GERAL,GERAL,LUVAS,ANTICORTE,MCR SAFETY,1,61161000-I,13102,PR,72.00,72.00,0.00,-23.00,0.00000,17.88000,,CP,GERAL,,,COMPRADO,0.0000,,0,2025-06-27 00:00:00,MA,1,1,11,23,0,0,,N,N,0.000,N,3775,,4758,,0.000000,,1849-22,LUVA LATEX FLEXTHERM B9690Y CA:41109 - MCR SAFETY - G,72,1,1627.00,144.00000,,2025-11-19,0000-00-00,00,49.0000000,49.0000000,0.00,0.000,26.8200000000,0.000,0.000,30.3960000000
,,544,1087,544,,,000544,S,N,D,D,,,,_,,,GERAL,GERAL,GERAL,GERAL,STEELFLEX,0,63072000-I,13136,PC,50.00,50.00,0.00,0.00,0.00000,14.50000,,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,13,35,0,,,N,N,0.000,N,555,,616,,0.000000,,17861,COLETE VERDE C/ ZIPER 1BOLSO - STEELFLEX G,53,3,55.00,0.00000,,0000-00-00,2026-01-07,00,50.0000000,50.0000000,0.00,0.000,21.7500000000,0.000,0.000,24.6500000000
,,1233,2465,1233,,,001233,S,N,D,D,,,,_,,,GERAL,GERAL,GERAL,GERAL,TAYCO,5,39269090-I,13109,PC,-20.00,-20.00,0.00,70.00,0.00000,26.24000,ST,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,13,35,0,,,N,N,0.000,N,1240,563F4E9E-7AA3-43A9-9213-91B79E892338,3006,,0.000000,,1656,TIRANTE P/ RESPIRADOR T9500 - TAYCO,59,3,0.00,25.00000,,2026-04-13,2026-05-07,00,50.0000000,50.0000000,0.00,0.000,39.3600000000,0.000,0.000,44.6080000000
,,1412,2973,1484,,,001407,S,N,D,D,,,,_,,,GERAL,GERAL,PROTECAO RESPIRATORIA,GERAL,NUTRIEX,0,33049990-I,13104,PC,0.00,0.00,0.00,50.00,0.00000,19.69572,ST,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,U,1,1,1,35,0,0,,N,N,0.000,N,2779,,2071,,0.000000,,1568-1,PROTETOR SOLAR FPS 60 C/ REPELENTE 120ML - NUTRIEX,41,3,0.00,0.00000,,2026-03-23,2026-05-06,00,50.0000000,50.0000000,0.00,0.000,29.5435800000,0.000,0.000,33.4827240000
,,1906,3996,1988,,,001900,S,N,D,D,,,,_,,,GERAL,GERAL,LUVAS,ANTICORTE,MCR SAFETY,1,61161000-I,13102,PR,72.00,72.00,0.00,-22.00,0.00000,17.88000,,CP,GERAL,,,COMPRADO,0.0000,,0,2025-06-27 00:00:00,MA,1,1,11,23,0,0,,N,N,0.000,N,3773,,4753,,0.000000,,1849-21,LUVA LATEX FLEXTHERM B9690Y CA:41109 - MCR SAFETY - M,72,1,1627.00,144.00000,,2025-11-19,0000-00-00,00,50.0000000,50.0000000,0.00,0.000,26.8200000000,0.000,0.000,30.3960000000
,,843,1685,843,,,000843,S,N,D,D,,,,_,,,GERAL,GERAL,LUVAS,PVC,SAFEX,0,61161000-I,13102,PR,110.00,110.00,0.00,-59.00,0.00000,25.50000,,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,11,7,0,,,N,N,0.000,N,854,,2176,,0.000000,,234,LUVA PVC PALMA ASPERA 9/5 65CM CA: 49057- SAFEX,48,1,0.00,60.00000,,2025-11-18,2025-12-18,00,51.0000000,51.0000000,0.00,0.000,38.2500000000,0.000,0.000,43.3500000000
,,887,1773,887,,,000887,S,N,D,D,,,,_,,,GERAL,GERAL,LUVAS,LUVAS,DANNY,1,42032900-I,13108,PR,48.00,48.00,0.00,3.00,0.00000,46.66680,,CP,GERAL,,,COMPRADO,0.0000,,0,2026-05-07 00:00:00,U,1,1,11,22,0,,,N,N,0.000,N,898,,1428,,0.000000,,896,LUVA RASPA SOLDADOR POWERSOLDA CA: 40167 - DANNY,17,1,0.00,240.00000,,2026-05-07,2025-09-23,00,51.0000000,51.0000000,0.00,0.000,70.0002000000,0.000,0.000,79.3335600000
,,235,469,235,,,000235,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,BOTINA,BELLGA,3,64034000-I,13101,PR,52.00,52.00,0.00,-2.00,0.00000,57.61000,,CP,GERAL,,,COMPRADO,1.0000,,0,2024-10-22 00:00:00,MA,1,1,7,10,,,,N,N,0.000,N,16,,,,0.000000,,1717-43,BOTINA ELASTICO BICO AÇO TSA-AR CA:42130 - BELLGA - 43,10,1,639.00,10.00000,,2025-12-01,2026-05-25,00,50.0000000,52.0000000,,0.000,86.4150000000,0.000,,97.9370000000
,,593,1185,593,,,000593,S,N,D,D,,,,_,,,GERAL,GERAL,PROTECAO RESPIRATORIA,FILTRO,TAYCO,5,39199090-I,13110,CX,-3.00,-3.00,0.00,53.00,0.00000,37.17950,ST,CP,GERAL,,,COMPRADO,0.0000,,0,2025-08-01 00:00:00,MA,1,1,1,17,0,,,N,N,0.000,N,604,A6764AA4-C10B-4AA5-87EC-68D3A330D795,471,,0.000000,,1516,FILTRO MECANICO PRE-FILTRO P2 T600 (CX C/10PÇ) - TAYCO,59,4,0.00,27.00000,,2026-05-19,2026-05-25,00,50.0000000,52.0000000,0.00,0.000,55.7692500000,0.000,0.000,63.2051500000
,,259,517,259,,,000259,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,BOTINA,BELLGA,3,64051010-I,13105,PR,53.00,43.00,0.00,0.00,0.00000,49.20000,,CP,GERAL,,,COMPRADO,1.0000,,0,2025-11-10 00:00:00,MA,1,1,7,10,,,,N,N,0.000,N,40,,,,0.000000,,1718-37,BOTINA ELASTICO BICO PVC TSA-PR CA:44696 - BELLGA - 37,10,1,707.00,20.00000,,2025-08-12,2026-05-21,00,43.0000000,53.0000000,,0.000,73.8000000000,1.000,,83.6400000000
,,739,1477,739,604,,000739,S,N,D,D,,,,_,,,GERAL,GERAL,GERAL,GERAL,JLM,0,42032900-I,13108,PR,-232.00,-232.00,0.00,285.00,0.00000,19.78000,,CP,GERAL,JLM - ARTEFATOS DE COUROS LTDA,,COMPRADO,0.0000,,0,2026-01-16 00:00:00,MA,1,1,13,35,604,,,N,N,0.000,N,750,,2380,,0.000000,,1652,LUVA MISTA LONGA 20CM CA: 35325  - AMM G,25,1,0.00,1600.00000,,2026-05-21,2026-05-20,00,53.0000000,53.0000000,0.00,0.000,29.6700000000,0.000,0.000,33.6260000000
,,552,1103,552,,,001712,S,N,D,D,,,,_,,,GERAL,GERAL,VESTIMENTAS,GERAL,VERTICE,0,62042300-I,13126,PC,29.00,29.00,0.00,25.00,0.00000,164.58750,,CP,GERAL,,,COMPRADO,0.0000,,0,2024-11-12 00:00:00,U,1,1,5,35,0,,,N,N,0.000,N,563,,750,,0.008000,,1792-05,CONJ IMPERMEAVEL CALCA/BLUSAO AZUL 3120 CA: 33314/33316 - VERTICE - XGG,66,3,274.00,40.00000,,2025-10-09,2026-04-29,00,54.0000000,54.0000000,0.00,0.000,246.8812500000,0.000,0.000,279.7987500000
,,1024,2047,1024,,,001024,S,N,D,D,,,,_,,,GERAL,GERAL,PROTECAO VISUAL,ACESSORIOS,UMP,0,39269090-I,13109,PC,36.00,36.00,0.00,18.00,0.00000,19.75000,ST,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,10,4,0,,,N,N,0.000,N,1035,,1553,,0.000000,,648,PROTETOR FACIAL INCOLOR SUSPENSAO SMI CA: 35.936 - UMP,64,3,0.00,90.00000,,2026-04-13,2026-03-31,00,54.0000000,54.0000000,0.00,0.000,29.6250000000,0.000,0.000,33.5750000000
,,249,497,249,,,000249,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,BOTINA,BELLGA,3,64051010-I,13105,PR,-7.00,-7.00,0.00,64.00,0.00000,67.30000,,CP,GERAL,,,COMPRADO,0.0000,,0,2025-08-14 00:00:00,MA,1,1,7,10,0,,,N,N,0.000,N,30,,3913,,0.000000,,1805-42,BOTINA ELASTICO BICO CPT TSA-CR CA:44628 - BELLGA - 42,10,1,285.00,30.00000,,2025-08-12,2026-05-07,00,57.0000000,57.0000000,0.00,0.000,100.9500000000,0.000,0.000,114.4100000000
,,260,519,260,,,000260,S,N,D,D,,,,_,,,GERAL,GERAL,CALCADOS,BOTINA,BELLGA,0,64051010-I,13105,PR,-9.00,-19.00,0.00,60.00,0.00000,49.20000,,CP,GERAL,,,COMPRADO,1.0000,,0,2025-11-10 00:00:00,MA,1,1,7,10,,,,N,N,0.000,N,41,,,,0.000000,,1718-38,BOTINA ELASTICO BICO PVC TSA-PR CA:44696 - BELLGA - 38,10,1,769.00,60.00000,,2026-02-23,2026-05-20,00,41.0000000,57.0000000,,0.000,73.8000000000,1.000,,83.6400000000
,,578,1155,578,,,000578,S,N,D,D,,,,_,,,GERAL,GERAL,CREME,GERAL,LUVEX,0,34012090-I,13125,PC,61.00,61.00,0.00,-4.00,0.00000,6.24000,,CP,GERAL,,,COMPRADO,0.0000,,0,0000-00-00 00:00:00,MA,1,1,9,35,0,,,N,N,0.000,N,589,,2093,,0.000000,,120,CREME PROTETOR PARA PELE SPECIAL 200G CA: 51279 - LUVEX,35,3,0.00,300.00000,,2025-09-25,2026-05-13,00,57.0000000,57.0000000,0.00,0.000,9.3600000000,0.000,0.000,10.6080000000
